negative_comment	target	positive_comment	overall_comment	score	city_name	date
	上海郝完美民宿（唐黄路店）		都很好，住的干净，舒服，环境很安静，很物超所值的住所。	10	shanghai	2018年2月25日
	上海郝完美民宿（唐黄路店）		非常好的住宿，服务方面也很热情周到，态度好，房间安静，大气...	10	shanghai	2018年2月25日
	北京团园四合院客栈		被单都是晒过了的 不同于酒店，有太阳香，很赞	10	beijing	2018年9月9日
	北京团园四合院客栈		客栈服务很好，老板很nice	10	beijing	2018年6月30日
	北京团园四合院客栈		比酒店更具特色和人性化	8.3	beijing	2018年6月12日
	北京丽晶酒店		还可以，位置很方便，房间很大很舒服	8.8	beijing	2018年3月29日
	北京丽晶酒店		比君悦好太多了，以后肯定还会去住这家。	10	beijing	2018年3月27日
	北京丽晶酒店		酒店条件不错，订的行政房，一开始要了一个双人床...	8.8	beijing	2018年3月26日
	北京丽晶酒店		出行便利，设施有待翻新	7.9	beijing	2018年3月26日
	北京宝格丽酒店		房间有点陈旧感  打开窗户是住宅楼 没什么景观 早餐不错 ...	7.1	beijing	2017年12月7日
	北京宝格丽酒店		设备装饰和用品都很花心思...	9.2	beijing	2017年12月1日
	香港逸兰精品酒店		装修风格很清新，维护不错，房间面积大，住起来很舒服...	9.6	hong-kong	2018年6月22日
	香港逸兰精品酒店		能在铜锣湾地铁附近有这么大的酒店房间很好了...	9.6	hong-kong	2018年6月21日
	时光漫步怀旧主题酒店（北京雍和宫店）		氛围超级好。	10	beijing	2018年5月13日
	时光漫步怀旧主题酒店（北京雍和宫店）		很开心的一次体验	9.6	beijing	2018年5月8日
	千禧新世界香港酒店		境美、服务温暖	10	hong-kong	2019年2月9日
	千禧新世界香港酒店		差	7.1	hong-kong	2019年2月8日
	香港九龙CBD2智选假日酒店		挺不错	8.3	hong-kong	2019年1月1日
	香港九龍東皇冠假日酒店		整体不错，连通房有些不满	9.2	hong-kong	2018年8月8日
	香港九龍東皇冠假日酒店		还不错的一次入住	8.3	hong-kong	2018年7月1日
	M青年空​​间		物超所值	10	beijing	2018年1月4日
	M青年空​​间		总体很满意，希望店家可以继续优化。以后来北京还会选择M 青年空间，并且推荐给盆友们。	9.2	beijing	2017年12月21日
	上海郝完美民宿（唐黄路店）		卫生条件不错，服务态度也很好。	10	shanghai	2018年2月22日
	上海郝完美民宿（唐黄路店）		服务态度热情，洗漱用品一应俱全，被单也有更换，住的开心	10	shanghai	2018年2月9日
	北京团园四合院客栈		床有点软。	9.6	beijing	2018年3月25日
	北京团园四合院客栈		很好	10	beijing	2018年2月22日
	北京丽晶酒店		这家酒店设施很不错，比我们预期的要好很多。	10	beijing	2018年3月26日
	北京宝格丽酒店		不愧是宝格丽酒店，细节很到位！	9.6	beijing	2017年11月27日
	北京宝格丽酒店		吃个早点 吃出来糖的结晶了 很硬 差点把牙齿隔着！	7.5	beijing	2017年11月11日
	北京宝格丽酒店		低调奢华有内涵，高级而不土豪	10	beijing	2017年11月1日
	香港逸兰精品酒店		员工很热情，酒店很干净，早饭很好吃，地理位置极好...	7.9	hong-kong	2018年6月19日
	香港逸兰精品酒店		床太小	7.1	hong-kong	2018年6月7日
	香港逸兰精品酒店		总体来说很满意，房间很大，有1.8米大床。	9.6	hong-kong	2018年6月1日
	时光漫步怀旧主题酒店（北京雍和宫店）		非常好，可以推荐朋友来。	10	beijing	2018年4月15日
	时光漫步怀旧主题酒店（北京雍和宫店）		酒店地理位置非常棒，而且在胡同里，可以体会到老北京特色...	10	beijing	2018年4月2日
	时光漫步怀旧主题酒店（北京雍和宫店）		办理退房那天，行李存在前台，回来取，就在大厅里再次收拾行李...	10	beijing	2018年3月23日
	千禧新世界香港酒店		位置，价格	7.9	hong-kong	2019年2月7日
	千禧新世界香港酒店		服务员的服务态度特别好	8.8	hong-kong	2019年2月7日
	千禧新世界香港酒店		海景房很宽阔；	10	hong-kong	2019年2月6日
	千禧新世界香港酒店		地点方便	5.0	hong-kong	2019年2月6日
	香港九龙CBD2智选假日酒店		早餐真的特别好，去晚要排队，但是早餐真的很不错，位置也超级好...	10	hong-kong	2018年12月24日
	香港九龙CBD2智选假日酒店		舒适	10	hong-kong	2019年2月22日
	香港九龙CBD2智选假日酒店		地角，服务，早餐，	10	hong-kong	2019年2月12日
	香港九龍東皇冠假日酒店		還不錯 不過地理位置對於大部分遊客來說應該不太理想	8.8	hong-kong	2018年5月31日
	香港九龍東皇冠假日酒店		能不带孩子千万别带，太折腾了！	9.6	hong-kong	2018年5月28日
	M青年空​​间		很好，有机会会再去	10	beijing	2017年12月18日
	M青年空​​间		极好，小而精	10	beijing	2017年12月7日
	M青年空​​间		非常满意	10	beijing	2017年11月28日
	上海郝完美民宿（唐黄路店）		装修不错，卫生特别干净，晚上很安静，位置离迪士尼非常近	10	shanghai	2018年2月8日
	上海郝完美民宿（唐黄路店）		非常喜欢这儿，第一，卫生非常干净；	10	shanghai	2018年2月7日
	北京团园四合院客栈		环境不错服务很好！	10	beijing	2017年11月30日
	北京团园四合院客栈		很好	10	beijing	2017年10月20日
	北京团园四合院客栈		员工很有善 青年旅馆这样不错了	7.9	beijing	2017年9月21日
	北京团园四合院客栈		完美	10	beijing	2017年8月22日
	北京丽晶酒店		早餐不错，员工整体不错	7.5	beijing	2018年3月25日
	北京丽晶酒店		第二次入住该酒店，在入住期间发生了点小插曲， Kevin...	10	beijing	2018年3月20日
	北京宝格丽酒店		卫浴设施非常方便，房间备品很有质感	9.2	beijing	2017年10月6日
	北京宝格丽酒店		床很舒服	9.6	beijing	2019年3月21日
	香港逸兰精品酒店		服务、住房、性价比都很不错哦！	10	hong-kong	2018年5月14日
	香港逸兰精品酒店		赞	10	hong-kong	2018年5月5日
	香港逸兰精品酒店		总体来说还好	5.0	hong-kong	2018年5月3日
	时光漫步怀旧主题酒店（北京雍和宫店）		非常棒	10	beijing	2018年3月16日
	时光漫步怀旧主题酒店（北京雍和宫店）		1.	10	beijing	2018年3月2日
	千禧新世界香港酒店		很舒适，离哪都不远	10	hong-kong	2019年2月5日
	千禧新世界香港酒店		位置很好，离火车站超近。	10	hong-kong	2019年2月1日
	千禧新世界香港酒店		房间比大多数香港酒店要宽，位置挺好的出门就有DFS...	9.2	hong-kong	2019年1月31日
	香港九龙CBD2智选假日酒店		还是不错的，下次会在考虑	8.3	hong-kong	2019年2月11日
	香港九龍東皇冠假日酒店		酒店非常贴心，我们订的双人房，因为睡眠不太好，要求安排双床房。	9.6	hong-kong	2018年5月9日
	香港九龍東皇冠假日酒店		适合带婴儿入住的酒店	10	hong-kong	2018年5月3日
	香港九龍東皇冠假日酒店		帮我升级房间，服务还不错	6.7	hong-kong	2018年4月26日
	香港九龍東皇冠假日酒店		估计不会再来入住，没想到一个国际连锁酒店能这么差。	5.0	hong-kong	2018年4月4日
	M青年空​​间		完美	10	beijing	2017年11月21日
	M青年空​​间		高端青旅，小而别致，胡同里的一片精致的小天地。	10	beijing	2017年10月24日
	M青年空​​间		fantastic！superb !太棒了！	10	beijing	2017年10月23日
	M青年空​​间		小小的 但是很温馨 好多小细节让人觉得很温暖很舒服...	10	beijing	2017年10月23日
	上海郝完美民宿（唐黄路店）		喜欢这里的装修风格，卫生干净，服务赞...	10	shanghai	2018年2月4日
	上海郝完美民宿（唐黄路店）		很棒喔！下次迪士尼还来住这边！	10	shanghai	2019年3月19日
	上海郝完美民宿（唐黄路店）		工作人员都很好很亲切，环境干净	10	shanghai	2019年3月10日
	北京团园四合院客栈		家的感觉。舒适，温馨。	10	beijing	2017年8月14日
	北京丽晶酒店		总体不错，但感觉质量比以前有所下降	7.9	beijing	2018年3月16日
	北京丽晶酒店		服务很好，其他一般，不觉得物有所值	8.3	beijing	2018年3月2日
	北京丽晶酒店		还不错。	8.3	beijing	2018年2月27日
	北京丽晶酒店		床挺好的	7.1	beijing	2018年2月25日
	北京丽晶酒店		健身房的服务很好，尤其是其中一位袁师傅服务细致周到	9.2	beijing	2018年2月24日
	北京宝格丽酒店		Awesome	10	beijing	2018年10月23日
	北京宝格丽酒店		非常好，是我住过的最好的酒店。	10	beijing	2018年9月17日
	北京宝格丽酒店		低调的奢华，用的都是好东西。	9.2	beijing	2018年8月11日
	香港逸兰精品酒店		意料之外，超出預期。	8.8	hong-kong	2018年4月30日
	香港逸兰精品酒店		物有所值，值得推荐。	8.3	hong-kong	2018年4月26日
	香港逸兰精品酒店		酒店位置很好 出门有很多逛的地方 离商场都很近 打车方便...	7.1	hong-kong	2018年4月22日
	香港逸兰精品酒店		很好，特别是给我打扫房间的大叔！	9.6	hong-kong	2018年4月20日
	香港逸兰精品酒店		房间装饰很舒服，小厨房很方便	7.1	hong-kong	2018年4月18日
	时光漫步怀旧主题酒店（北京雍和宫店）		舒适、服务人员热情	10	beijing	2018年2月28日
	时光漫步怀旧主题酒店（北京雍和宫店）		温馨、舒适、热情的时光漫步怀旧主题酒店，真的想让人再去第二次！	9.6	beijing	2018年2月28日
	千禧新世界香港酒店		极差的入住	3.8	hong-kong	2019年1月27日
	千禧新世界香港酒店		性价比不高，床太小。	5.0	hong-kong	2019年1月24日
	千禧新世界香港酒店		房间和洗手间很大！	9.6	hong-kong	2019年1月21日
	千禧新世界香港酒店		酒店位置较偏，要了海景房，但实际位置在维港的末端...	5.4	hong-kong	2019年1月21日
	香港九龙CBD2智选假日酒店		比较新，房屋实施挺好	7.1	hong-kong	2019年2月11日
	香港九龙CBD2智选假日酒店		新开酒店，位置还可以。	10	hong-kong	2019年2月9日
	香港九龙CBD2智选假日酒店		满意	7.5	hong-kong	2019年1月14日
	香港九龍東皇冠假日酒店		房间宽敞，服务非常赞	9.6	hong-kong	2018年3月23日
	香港九龍東皇冠假日酒店		性价比高，基本满足	8.8	hong-kong	2018年3月15日
	香港九龍東皇冠假日酒店		安静，购物方便，服务态度好	8.8	hong-kong	2018年2月25日
	M青年空​​间		除了上面那些基本軟硬體的住宿體驗都很完善、交通便利之外...	10	beijing	2017年10月19日
	M青年空​​间		老板及工作人员很热情，M青年空​​间环境很好，氛围也很轻松，非常好的体验，谢谢！	10	beijing	2017年10月9日
	M青年空​​间		太棒了	10	beijing	2017年10月6日
	M青年空​​间		整个旅店干净整洁卫生，觉得床特别舒服！	8.8	beijing	2017年10月4日
	上海郝完美民宿（唐黄路店）		可以随时了解攻略，店家很热情	10	shanghai	2018年10月6日
	上海郝完美民宿（唐黄路店）		很好，再过来还会考虑选择	9.6	shanghai	2018年9月25日
	上海郝完美民宿（唐黄路店）		超级棒，推荐！	10	shanghai	2018年9月18日
	北京丽晶酒店		总体来说很不错，行政楼层的服务还需提高	7.9	beijing	2018年2月22日
	北京丽晶酒店		员工都非常友善 有求必应	9.2	beijing	2018年2月22日
	北京丽晶酒店		酒店地位位置还可以，离王府井和地铁近	4.2	beijing	2018年2月22日
	北京丽晶酒店		设施新 员工礼貌热情	8.8	beijing	2018年2月20日
	北京丽晶酒店		设施比较新 员工礼貌热情	8.8	beijing	2018年2月20日
	北京宝格丽酒店		停车卷多给点	9.2	beijing	2018年7月24日
	香港逸兰精品酒店		reception和行李负责的服务态度特别好	10	hong-kong	2018年4月6日
	香港逸兰精品酒店		比较满意	7.1	hong-kong	2018年4月3日
	香港逸兰精品酒店		铜锣湾地铁站F1出口下往sogo的相反方向走5分钟可到。	5.8	hong-kong	2018年3月19日
	时光漫步怀旧主题酒店（北京雍和宫店）		入住很舒服，很温馨，去各个景点也很便捷	8.3	beijing	2018年2月26日
	时光漫步怀旧主题酒店（北京雍和宫店）		服务员很好。	6.7	beijing	2018年2月12日
	时光漫步怀旧主题酒店（北京雍和宫店）		客房大姐留了卡片说北京太干燥 贴心的多放了两瓶矿泉水在桌上	8.8	beijing	2018年1月19日
	时光漫步怀旧主题酒店（北京雍和宫店）		瑕不掩瑜值得推荐	9.6	beijing	2018年1月16日
	千禧新世界香港酒店		服务不错，房间舒适，地点适中，离海边很近	9.6	hong-kong	2019年1月20日
	千禧新世界香港酒店		酒店职员非常友善和贴心照顾我们。	9.2	hong-kong	2019年1月20日
	香港九龙CBD2智选假日酒店		有充电转换器，很贴心	10	hong-kong	2019年1月8日
	香港九龙CBD2智选假日酒店		房间有点吵，通风窗的声音有点大，而且关不了	7.1	hong-kong	2019年1月4日
	香港九龙CBD2智选假日酒店		超值，还会来！	8.3	hong-kong	2019年1月3日
	香港九龍東皇冠假日酒店		比较满意	9.2	hong-kong	2018年2月24日
	香港九龍東皇冠假日酒店		酒店位置非常好，地铁上盖，商场就在楼下，方便买买买和吃吃吃。	8.8	hong-kong	2018年2月23日
	M青年空​​间		各方面都不错，人也不是很多，挺清静的，工作人员很热情...	10	beijing	2017年9月30日
	M青年空​​间		老板们都非常nice，老板娘还是老乡：）室友们则来自世界各地...	9.6	beijing	2017年9月6日
	上海郝完美民宿（唐黄路店）		员工服务好	7.9	shanghai	2018年9月7日
	上海郝完美民宿（唐黄路店）		很好	8.8	shanghai	2018年6月24日
	北京丽晶酒店		地段方便，地铁口上来就是酒店，房间非常超值	9.6	beijing	2018年2月8日
	北京丽晶酒店		硬件不错 软件过软	7.9	beijing	2018年2月3日
	北京宝格丽酒店		迎宾水果的美人指没洗干净	10	beijing	2018年6月15日
